📋 Showing application logs...
[33mapi-gateway-1           | 2025/10/12 08:13:48 [info] 23#23: *1290 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:17.110Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="51" content="{"email":"invalid@test.com","password":"password1"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:17 [info] 23#23: *1408 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:17.186Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="50" content="{"email":"invalid@test.com","password":"password"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:17.186Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="50" content="{"email":"invalid@test.com","password":"password"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:17 [info] 23#23: *1410 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:17.261Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="48" content="{"email":"invalid@test.com","password":"123456"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:17.261Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="48" content="{"email":"invalid@test.com","password":"123456"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:17 [info] 23#23: *1412 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:17.334Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="47" content="{"email":"invalid@test.com","password":"admin"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:17.335Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="47" content="{"email":"invalid@test.com","password":"admin"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:17 [info] 23#23: *1414 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:17.407Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="49" content="{"email":"invalid@test.com","password":"letmein"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:17.407Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="49" content="{"email":"invalid@test.com","password":"letmein"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:17 [info] 23#23: *1416 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:17.480Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="51" content="{"email":"invalid@test.com","password":"password1"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:17.480Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="51" content="{"email":"invalid@test.com","password":"password1"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:17 [info] 23#23: *1418 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:17.556Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="50" content="{"email":"invalid@test.com","password":"password"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:17.556Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="50" content="{"email":"invalid@test.com","password":"password"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:17 [info] 23#23: *1420 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:17.629Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="48" content="{"email":"invalid@test.com","password":"123456"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:17.629Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="48" content="{"email":"invalid@test.com","password":"123456"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:17 [info] 23#23: *1422 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:17.703Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="47" content="{"email":"invalid@test.com","password":"admin"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:17.703Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="47" content="{"email":"invalid@test.com","password":"admin"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:17 [info] 23#23: *1424 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:17.776Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="49" content="{"email":"invalid@test.com","password":"letmein"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:17.776Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="49" content="{"email":"invalid@test.com","password":"letmein"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:17 [info] 23#23: *1426 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:17.851Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="51" content="{"email":"invalid@test.com","password":"password1"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:17.851Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="51" content="{"email":"invalid@test.com","password":"password1"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:17 [info] 23#23: *1428 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:17.927Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="50" content="{"email":"invalid@test.com","password":"password"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:17.927Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="50" content="{"email":"invalid@test.com","password":"password"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:17 [info] 23#23: *1430 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:18.002Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="48" content="{"email":"invalid@test.com","password":"123456"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:18.002Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="48" content="{"email":"invalid@test.com","password":"123456"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:18 [info] 23#23: *1432 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:18.073Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="47" content="{"email":"invalid@test.com","password":"admin"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:18.074Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="47" content="{"email":"invalid@test.com","password":"admin"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:18 [info] 23#23: *1434 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:18.148Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="49" content="{"email":"invalid@test.com","password":"letmein"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:18.148Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="49" content="{"email":"invalid@test.com","password":"letmein"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:18 [info] 23#23: *1436 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:18.222Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="51" content="{"email":"invalid@test.com","password":"password1"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:18.222Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="51" content="{"email":"invalid@test.com","password":"password1"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:18 [info] 23#23: *1438 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:18.300Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="50" content="{"email":"invalid@test.com","password":"password"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:18.300Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="50" content="{"email":"invalid@test.com","password":"password"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:18 [info] 23#23: *1440 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:18.373Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="48" content="{"email":"invalid@test.com","password":"123456"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:18.373Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="48" content="{"email":"invalid@test.com","password":"123456"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:18 [info] 23#23: *1442 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:18.446Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="47" content="{"email":"invalid@test.com","password":"admin"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:18.446Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="47" content="{"email":"invalid@test.com","password":"admin"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:18 [info] 23#23: *1444 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:18.518Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="49" content="{"email":"invalid@test.com","password":"letmein"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:18.518Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="49" content="{"email":"invalid@test.com","password":"letmein"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:18 [info] 23#23: *1446 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:18.590Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="51" content="{"email":"invalid@test.com","password":"password1"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:18.590Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="51" content="{"email":"invalid@test.com","password":"password1"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:18 [info] 23#23: *1448 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:18.668Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="50" content="{"email":"invalid@test.com","password":"password"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:18.670Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="50" content="{"email":"invalid@test.com","password":"password"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:18 [info] 23#23: *1450 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:18.743Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="48" content="{"email":"invalid@test.com","password":"123456"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:18.743Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="48" content="{"email":"invalid@test.com","password":"123456"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:18 [info] 23#23: *1452 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:18.816Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="47" content="{"email":"invalid@test.com","password":"admin"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:18.816Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="47" content="{"email":"invalid@test.com","password":"admin"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:18 [info] 23#23: *1454 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:18.891Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="49" content="{"email":"invalid@test.com","password":"letmein"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:18.891Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="49" content="{"email":"invalid@test.com","password":"letmein"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:18 [info] 23#23: *1456 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:18.964Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="51" content="{"email":"invalid@test.com","password":"password1"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:18.964Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="51" content="{"email":"invalid@test.com","password":"password1"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:18 [info] 23#23: *1458 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:19.040Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="50" content="{"email":"invalid@test.com","password":"password"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:19.040Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="50" content="{"email":"invalid@test.com","password":"password"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:19 [info] 23#23: *1460 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:19.113Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="48" content="{"email":"invalid@test.com","password":"123456"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:19.113Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="48" content="{"email":"invalid@test.com","password":"123456"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:19 [info] 23#23: *1462 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:19.188Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="47" content="{"email":"invalid@test.com","password":"admin"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:19.188Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="47" content="{"email":"invalid@test.com","password":"admin"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:19 [info] 23#23: *1464 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:19.260Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="49" content="{"email":"invalid@test.com","password":"letmein"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:19.260Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="49" content="{"email":"invalid@test.com","password":"letmein"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:19 [info] 23#23: *1466 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:19.334Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="51" content="{"email":"invalid@test.com","password":"password1"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:19.334Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="51" content="{"email":"invalid@test.com","password":"password1"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:19 [info] 23#23: *1468 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-10-12T08:37:19.410Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="50" content="{"email":"invalid@test.com","password":"password"}" classification="Normal" event="LoginAttempt" email="invalid@test.com"
auth-service-1          | timestamp="2025-10-12T08:37:19.410Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="50" content="{"email":"invalid@test.com","password":"password"}" classification="Suspicious" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
[33mapi-gateway-1           | 2025/10/12 08:37:19 [info] 23#23: *1470 client 172.22.0.1 closed keepalive connection[0m
